hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
127,0.5504936508192303,0.5,0.5504936508192303,0.5,0.0,0.0,0.0,0.0,0.1621302277955207,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
128,0.49355910490876703,0.5,0.49355910490876703,0.5,0.0,0.0,0.0,0.0,0.1553409282426893,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
129,0.4029893216437571,0.5,0.4029893216437571,0.5,0.0,0.0,0.0,0.0,0.05308269458811364,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
130,0.2849564820800676,0.5,0.2849564820800676,0.5,0.16468485214867262,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
131,0.14750432917547335,0.5,0.14750432917547335,0.5,0.35249567082452665,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
132,6.979420873512893e-17,0.5,6.979420873512893e-17,0.5,0.49999999999999994,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
133,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
134,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
135,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
136,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
137,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
138,0.0,0.7773200811377817,0.0,0.7773200811377817,0.7773200811377817,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
139,0.0,0.5425810074740307,0.0,0.5425810074740307,0.5425810074740307,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
140,0.0,0.8219916617619009,0.0,0.8219916617619009,0.8219916617619009,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
141,0.0,3.0076344261350942,0.0,3.0076344261350942,3.0076344261350942,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
142,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
143,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
144,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
145,0.16508981185280788,0.5,0.16508981185280788,0.5,0.3349101881471921,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
146,0.3189290258516605,0.5,0.3189290258516605,0.5,0.1810709741483395,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
147,0.4510337537938578,0.5,0.4510337537938578,0.5,0.048966246206142205,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
148,0.5524012767835239,0.5,0.5524012767835239,0.5,0.0,0.0,0.0,0.0,0.04971221608105128,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
149,0.6161235656466656,0.5,0.6161235656466656,0.5,0.0,0.0,0.0,0.0,0.15987670332011533,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
150,0.6378580517033211,0.5,0.6378580517033211,0.5,0.0,0.0,0.0,0.0,0.29066033447284023,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
151,0.6161235656466657,0.5,0.6161235656466657,0.5,0.0,0.0,0.0,0.0,0.40082482171190437,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
152,0.552401276783524,0.5,0.552401276783524,0.5,0.0,0.0,0.0,0.0,0.45053703779295573,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
153,0.4510337537938578,0.5,0.4510337537938578,0.5,0.0,0.0,0.0,0.0,0.39892208229962633,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
154,0.3189290258516608,0.5,0.3189290258516608,0.5,0.0,0.0,0.0,0.0,0.20805651681488657,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
155,0.16508981185280805,0.5,0.16508981185280805,0.5,0.13753044559434321,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
156,7.811508213288392e-17,0.5,7.811508213288392e-17,0.5,0.49999999999999994,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
157,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
158,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
159,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
160,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
161,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
162,0.0,3.217990328993401,0.0,3.217990328993401,3.217990328993401,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
163,0.0,2.377116218676853,0.0,2.377116218676853,2.377116218676853,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
164,0.0,2.6077219035312096,0.0,2.6077219035312096,2.6077219035312096,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
165,0.0,1.2898847008146972,0.0,1.2898847008146972,1.2898847008146972,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
166,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
167,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8724283896593358,0.0,Spring,LOAD_PRIORITY,60
168,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3769347478346838,0.0,Spring,LOAD_PRIORITY,60
169,0.8063057680099421,0.5,0.8063057680099421,0.5,0.0,0.0,0.0,0.0,0.29058716620756747,0.3769347478346838,0.0,Spring,LOAD_PRIORITY,60
170,1.5576631304132902,0.5,1.5576631304132902,0.5,0.0,0.0,0.0,0.0,1.2939745129944782,0.3769347478346838,0.0,Spring,LOAD_PRIORITY,60
