hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
118,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.810321522799079,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
119,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.283275246104349,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
120,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.7562289694096191,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
121,1.1516171087485738,0.5,1.1516171087485738,0.5,0.0,0.0,0.0,0.0,1.3217026095338833,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
122,2.2247534146731875,0.5,2.2247534146731875,0.5,0.0,0.0,0.0,0.0,2.905242739620456,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
123,3.1462764519666773,0.5,3.1462764519666773,0.5,0.0,0.0,0.0,0.0,5.363016383956142,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
124,3.8533859485263124,0.5,3.8533859485263124,0.5,0.0,0.0,0.0,0.0,8.491612997570861,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
125,4.0,0.5,4.0,0.5,0.0,0.0,0.0,0.0,11.759299913078188,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
126,4.0,0.5,4.0,0.5,0.0,1.6651410006913325,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
127,4.0,0.5,4.0,0.5,0.0,3.5,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
128,3.8533859485263133,0.5,3.8533859485263133,0.5,0.0,3.3533859485263133,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
129,3.1462764519666773,0.5,3.1462764519666773,0.5,0.0,2.6462764519666773,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
130,2.2247534146731898,0.5,2.2247534146731898,0.5,0.0,1.7247534146731898,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
131,1.151617108748575,0.5,1.151617108748575,0.5,0.0,0.6516171087485749,0.0,0.0,13.5,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
132,5.449074296343329e-16,0.5,5.449074296343329e-16,0.5,0.0,0.0,0.0,0.0,12.97295372330527,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
133,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,12.44590744661054,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
134,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.918861169915811,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
135,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.391814893221081,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
136,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.864768616526352,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
137,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.337722339831622,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
138,0.0,2.2356753354499053,0.0,2.2356753354499053,0.0,0.0,0.0,0.0,7.981113616937394,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
139,0.0,0.8951611355354755,0.0,0.8951611355354755,0.0,0.0,0.0,0.0,7.037530929885796,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
140,0.0,2.5633542146917456,0.0,2.5633542146917456,0.0,0.0,0.0,0.0,4.335518340479741,0.11009863413072472,0.0,Spring,CHARGE_PRIORITY,60
